"DataSupplier","DataSet","Commodity","Species","Year","Volume","Units","n"
"MMO","Sea Fisheries Statistics","Production","Brill",2017-01-01,156405690,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Brill",2017-01-01,156405690,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Cod",2017-01-01,10804255650,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Cod",2017-01-01,10804255650,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Dogfish",2017-01-01,753016000,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Dogfish",2017-01-01,753016000,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Gurnard",2017-01-01,762762250,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Gurnard",2017-01-01,762762250,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Haddock",2017-01-01,16763321900,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Haddock",2017-01-01,16763321900,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Hake",2017-01-01,6280349300,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Hake",2017-01-01,6280349300,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Ling",2017-01-01,2655119050,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Ling",2017-01-01,2655119050,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Megrim",2017-01-01,1331863020,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Megrim",2017-01-01,1331863020,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Turbot",2017-01-01,268442010,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Turbot",2017-01-01,268442010,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Whiting",2017-01-01,4945103050,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Whiting",2017-01-01,4945103050,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Witch",2017-01-01,448575480,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Witch",2017-01-01,448575480,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Cuttlefish",2017-01-01,5621861200,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Cuttlefish",2017-01-01,5621861200,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Mussel",2017-01-01,206250360,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Mussel",2017-01-01,206250360,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Nephrops",2017-01-01,13558904415,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Nephrops",2017-01-01,13558904415,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Squid",2017-01-01,2746202000,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Squid",2017-01-01,2746202000,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Brill",2018-01-01,146946870,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Brill",2018-01-01,146946870,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Cod",2018-01-01,12299629600,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Cod",2018-01-01,12299629600,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Dogfish",2018-01-01,1043206700,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Dogfish",2018-01-01,1043206700,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Gurnard",2018-01-01,901842200,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Gurnard",2018-01-01,901842200,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Haddock",2018-01-01,17582646300,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Haddock",2018-01-01,17582646300,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Hake",2018-01-01,5669288850,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Hake",2018-01-01,5669288850,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Ling",2018-01-01,2792734400,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Ling",2018-01-01,2792734400,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Megrim",2018-01-01,1547081775,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Megrim",2018-01-01,1547081775,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Turbot",2018-01-01,218884005,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Turbot",2018-01-01,218884005,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Whiting",2018-01-01,5722153000,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Whiting",2018-01-01,5722153000,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Witch",2018-01-01,548458245,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Witch",2018-01-01,548458245,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Cuttlefish",2018-01-01,3159104080,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Cuttlefish",2018-01-01,3159104080,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Mussel",2018-01-01,129082080,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Mussel",2018-01-01,129082080,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Nephrops",2018-01-01,11313436815,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Nephrops",2018-01-01,11313436815,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Squid",2018-01-01,2292301840,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Squid",2018-01-01,2292301840,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Brill",2012-01-01,135590445,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Brill",2012-01-01,135590445,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Cod",2012-01-01,6352167850,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Cod",2012-01-01,6352167850,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Dogfish",2012-01-01,292615900,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Dogfish",2012-01-01,292615900,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Gurnard",2012-01-01,879045500,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Gurnard",2012-01-01,879045500,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Haddock",2012-01-01,17000245750,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Haddock",2012-01-01,17000245750,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Hake",2012-01-01,3265069700,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Hake",2012-01-01,3265069700,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Ling",2012-01-01,2029927250,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Ling",2012-01-01,2029927250,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Megrim",2012-01-01,1484589465,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Megrim",2012-01-01,1484589465,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Turbot",2012-01-01,202864185,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Turbot",2012-01-01,202864185,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Whiting",2012-01-01,5395281950,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Whiting",2012-01-01,5395281950,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Witch",2012-01-01,389164320,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Witch",2012-01-01,389164320,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Cuttlefish",2012-01-01,4208684720,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Cuttlefish",2012-01-01,4208684720,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Mussel",2012-01-01,208945740,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Mussel",2012-01-01,208945740,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Nephrops",2012-01-01,14666817600,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Nephrops",2012-01-01,14666817600,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Squid",2012-01-01,1433489360,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Squid",2012-01-01,1433489360,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Brill",2013-01-01,125733915,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Brill",2013-01-01,125733915,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Cod",2013-01-01,6516889250,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Cod",2013-01-01,6516889250,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Dogfish",2013-01-01,328321000,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Dogfish",2013-01-01,328321000,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Gurnard",2013-01-01,901136250,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Gurnard",2013-01-01,901136250,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Haddock",2013-01-01,19329954550,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Haddock",2013-01-01,19329954550,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Hake",2013-01-01,3232694450,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Hake",2013-01-01,3232694450,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Ling",2013-01-01,2009703900,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Ling",2013-01-01,2009703900,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Megrim",2013-01-01,1795031910,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Megrim",2013-01-01,1795031910,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Turbot",2013-01-01,200799270,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Turbot",2013-01-01,200799270,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Whiting",2013-01-01,6017926450,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Whiting",2013-01-01,6017926450,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Witch",2013-01-01,367123275,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Witch",2013-01-01,367123275,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Cuttlefish",2013-01-01,2920461360,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Cuttlefish",2013-01-01,2920461360,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Mussel",2013-01-01,148837080,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Mussel",2013-01-01,148837080,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Nephrops",2013-01-01,12729527640,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Nephrops",2013-01-01,12729527640,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Squid",2013-01-01,1439240080,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Squid",2013-01-01,1439240080,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Brill",2014-01-01,125013870,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Brill",2014-01-01,125013870,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Cod",2014-01-01,6999141200,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Cod",2014-01-01,6999141200,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Dogfish",2014-01-01,326092200,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Dogfish",2014-01-01,326092200,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Gurnard",2014-01-01,651273550,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Gurnard",2014-01-01,651273550,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Haddock",2014-01-01,17693685200,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Haddock",2014-01-01,17693685200,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Hake",2014-01-01,4260300050,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Hake",2014-01-01,4260300050,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Ling",2014-01-01,2220216050,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Ling",2014-01-01,2220216050,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Megrim",2014-01-01,1498736340,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Megrim",2014-01-01,1498736340,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Turbot",2014-01-01,231983505,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Turbot",2014-01-01,231983505,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Whiting",2014-01-01,5564133100,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Whiting",2014-01-01,5564133100,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Witch",2014-01-01,343443870,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Witch",2014-01-01,343443870,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Cuttlefish",2014-01-01,2454081600,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Cuttlefish",2014-01-01,2454081600,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Mussel",2014-01-01,64459200,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Mussel",2014-01-01,64459200,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Nephrops",2014-01-01,13656994155,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Nephrops",2014-01-01,13656994155,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Squid",2014-01-01,2312725360,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Squid",2014-01-01,2312725360,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Brill",2015-01-01,142197075,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Brill",2015-01-01,142197075,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Cod",2015-01-01,7683537150,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Cod",2015-01-01,7683537150,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Dogfish",2015-01-01,804735100,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Dogfish",2015-01-01,804735100,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Gurnard",2015-01-01,822411150,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Gurnard",2015-01-01,822411150,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Haddock",2015-01-01,16217410600,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Haddock",2015-01-01,16217410600,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Hake",2015-01-01,4413463850,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Hake",2015-01-01,4413463850,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Ling",2015-01-01,2055388300,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Ling",2015-01-01,2055388300,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Megrim",2015-01-01,1389765420,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Megrim",2015-01-01,1389765420,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Turbot",2015-01-01,243071505,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Turbot",2015-01-01,243071505,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Whiting",2015-01-01,5349364400,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Whiting",2015-01-01,5349364400,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Witch",2015-01-01,290895975,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Witch",2015-01-01,290895975,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Cuttlefish",2015-01-01,4813616000,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Cuttlefish",2015-01-01,4813616000,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Mussel",2015-01-01,293693940,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Mussel",2015-01-01,293693940,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Nephrops",2015-01-01,11574201015,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Nephrops",2015-01-01,11574201015,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Squid",2015-01-01,1457212000,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Squid",2015-01-01,1457212000,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Brill",2016-01-01,168943185,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Brill",2016-01-01,168943185,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Cod",2016-01-01,10374238050,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Cod",2016-01-01,10374238050,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Dogfish",2016-01-01,846615100,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Dogfish",2016-01-01,846615100,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Gurnard",2016-01-01,885403950,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Gurnard",2016-01-01,885403950,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Haddock",2016-01-01,16566950550,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Haddock",2016-01-01,16566950550,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Hake",2016-01-01,5702322600,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Hake",2016-01-01,5702322600,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Ling",2016-01-01,2459863550,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Ling",2016-01-01,2459863550,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Megrim",2016-01-01,1458557910,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Megrim",2016-01-01,1458557910,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Turbot",2016-01-01,245644740,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Turbot",2016-01-01,245644740,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Whiting",2016-01-01,5147124600,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Whiting",2016-01-01,5147124600,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Witch",2016-01-01,358784505,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Witch",2016-01-01,358784505,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Cuttlefish",2016-01-01,4021187200,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Cuttlefish",2016-01-01,4021187200,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Mussel",2016-01-01,485143140,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Mussel",2016-01-01,485143140,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Nephrops",2016-01-01,13830790140,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Nephrops",2016-01-01,13830790140,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Squid",2016-01-01,1611583840,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Squid",2016-01-01,1611583840,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Brill",2009-01-01,109856475,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Brill",2009-01-01,109856475,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Cod",2009-01-01,5821749150,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Cod",2009-01-01,5821749150,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Dogfish",2009-01-01,506950550,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Dogfish",2009-01-01,506950550,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Gurnard",2009-01-01,538465650,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Gurnard",2009-01-01,538465650,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Haddock",2009-01-01,17390711850,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Haddock",2009-01-01,17390711850,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Hake",2009-01-01,3189257150,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Hake",2009-01-01,3189257150,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Ling",2009-01-01,1972695100,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Ling",2009-01-01,1972695100,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Megrim",2009-01-01,1773541935,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Megrim",2009-01-01,1773541935,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Turbot",2009-01-01,150283575,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Turbot",2009-01-01,150283575,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Whiting",2009-01-01,5047979350,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Whiting",2009-01-01,5047979350,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Witch",2009-01-01,434675070,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Witch",2009-01-01,434675070,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Cuttlefish",2009-01-01,1776646880,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Cuttlefish",2009-01-01,1776646880,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Mussel",2009-01-01,595253040,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Mussel",2009-01-01,595253040,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Nephrops",2009-01-01,19102736655,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Nephrops",2009-01-01,19102736655,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Squid",2009-01-01,2023963200,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Squid",2009-01-01,2023963200,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Brill",2010-01-01,127298655,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Brill",2010-01-01,127298655,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Cod",2010-01-01,7329900700,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Cod",2010-01-01,7329900700,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Dogfish",2010-01-01,285857200,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Dogfish",2010-01-01,285857200,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Gurnard",2010-01-01,633734250,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Gurnard",2010-01-01,633734250,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Haddock",2010-01-01,15860418750,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Haddock",2010-01-01,15860418750,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Hake",2010-01-01,2812424200,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Hake",2010-01-01,2812424200,"Grams",2
"MMO","Sea Fisheries Statistics","Production","Ling",2010-01-01,2058630950,"Grams",2
